


Company,Contacts,URL,"Company Description",Round,Date,Amount,"Round Investors","All Investors","Total Funding",Sector,Industry,Sub-Industry,Country,State,City
Wyng,75,http://www.wyng.com,"Wyng, formerly Offerpop, is a digital marketing software-as-a-service platform transforming how global brands connect, engage and convert today's mobile and social consumers into long-term loyal customers. Leading enterprises and agencies use Wyng's integrated platform to power campaigns, content and commerce, and provide marketers with rich consumer data for smarter marketing decisions.","Series A - II",2011-11-17,0.5,"Converge Venture Partners","Alliance of Angels;AlphaPrime Ventures;Bulger Capital Partners;Chris Sheehan;Converge Venture Partners;Edison Partners;Hearst Ventures;Mesco;Salesforce Ventures;Undisclosed Investors;Windcrest Partners",36.49,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States","New York","New York"
CounterTack,20,http://www.countertack.com,"CounterTack, formerly NeuralIQ, is a provider of real-time, Big Data endpoint detection and response technology for the enterprise. CounterTack's Sentinel platform provides unprecedented visibility and context around endpoint behavior to targeted, persistent threats to improve incident response and threat detection, enterprise-wide. Built on Big Data architecture to counter endpoint threats at-scale and leveraging tamper-resistant collection for pure behavioral capture on enterprise endpoints, (laptops, servers, workstations, mobile devices) Sentinel dramatically reduces the impact of advanced attacks in real-time, giving teams an opportunity to defend the enterprise before incidents escalate.","Series A",2011-11-17,9.5,"Fairhaven Capital","Alcatel-Lucent Ventures;EDBI;Fairhaven Capital;Goldman Sachs;ManTech;Mitsui & Co. Global Investment;next47;NTT DoCoMo Ventures;OnPoint Technologies;Razors Edge Ventures;SAP National Security Services;SingTel Innov8;Ten Eleven Ventures;Undisclosed Investors",98.13,Internet,"Internet Software & Services","Monitoring & Security","United States",Massachusetts,Waltham
YCharts,9,http://www.ycharts.com,"YCharts provides individual investors with unique, innovative online tools that empower them to invest and trade stocks like professional money managers.","Series A",2011-11-17,3.25,"Hyde Park Angels;I2A;Morningstar","Amicus Capital;Hyde Park Angels;I2A;Morningstar;REV;Social Leverage",14.62,Internet,"Internet Software & Services","Asset & Financial Management & Trading","United States",Illinois,Chicago
ServiceMesh,29,http://www.servicemesh.com,"ServiceMesh provides an enterprise cloud platform that enables clients to compress the time-to-delivery of enterprise business applications while governing and securing those applications and data across internal and external clouds. ServiceMesh also delivers professional advisory services and market-ready solution accelerators for common cloud usage scenarios.","Series A",2011-11-16,15,"Ignition Partners","Computer Sciences Corporation;Ignition Partners",15,Internet,"Internet Software & Services","Application & Data Integration","United States",California,"Santa Monica"
Shapeways,,http://www.shapeways.com,"Shapeways is a 3D Printing marketplace and community. The company harnesses 3D Printing to help everyone make and share designs with the world, making product design more accessible, personal, and inspiring. On Shapeways, individuals can make, buy and sell their own products. By providing a platform for community members to share ideas and gain access to cutting edge technology, Shapeways is bringing personalized production to everyone. The company 3D Prints everything on-demand, which means that every order is customized and personalized.","Series A - II",2011-11-16,5.1,"Index Ventures;Union Square Ventures","Andreessen Horowitz;Hewlett-Packard Ventures;Index Ventures;INKEF Capital;Lux Capital;NYC Investment Fund;Partnership Fund for New York City;Presidio Ventures;Union Square Ventures",109.2,Internet,eCommerce,Marketplace,"United States","New York","New York"
Prognos,40,http://www.prognos.ai,"Prognos, formerly Medivo, is a healthcare AI company focused on eradicating disease by driving decisions earlier in healthcare in collaboration with payers, Life Sciences and diagnostics companies. The Prognos Registry is a source of clinical diagnostics information in over 30 disease areas, with over 9B medical records for 160M patients. Prognos has 500 extensive proprietary and learning clinical algorithms to enable earlier patient identification for enhanced treatment decision-making, risk management and quality improvement.","Series A",2011-11-16,7,"ARC Angel Fund;MentorTech Ventures;Safeguard Scientifics","ARC Angel Fund;Cigna;GIS Strategic Ventures;Hermed Capital;Hikma Ventures;Maywic Select Investments;MentorTech Ventures;Merck Global Health Innovation Fund;Safeguard Scientifics;StartUp Health;Undisclosed Investors",42.5,Internet,"Internet Software & Services",Healthcare,"United States","New York","New York"
Boundary,9,http://www.boundary.com,"Boundary allows customers to monitor their entire IT environments from a single place and in real time. It is uniquely designed to deal with challenges stemming from modern, highly distributed applications and ever changing infrastructures. Boundary's best-in-class IT infrastructure monitoring and event management service, enables customers to collect and correlate millions of metrics and events, process them in real-time using its streaming technology and enable Ops/DevOps professionals to quickly see the total picture.","Series A",2011-11-15,4,"Lightspeed Venture Partners","Adams Street Partners;BMC Software;Lightspeed Venture Partners;Scale Venture Partners;Triangle Peak Partners",41,Internet,"Internet Software & Services","Monitoring & Security","United States",California,"Mountain View"
simplifyMD,2,http://www.simplifymd.com,"simplifyMD provides a Web-based platform that combines EHR software, medical grade document management and Patient Health Record technologies for physicians and administrators. The company's EHR and Practice Management software streamlines operational workflow, lowers operating costs and increases revenue without disruption to your medical practice.","Series A",2011-11-15,4.5,"InterSouth Partners","InterSouth Partners",6.3,Internet,"Internet Software & Services",Healthcare,"United States",Georgia,Alpharetta
Giftly,,http://www.giftly.com,"GoLocal operates Giftly, a personalized gift card manufacturer that helps customers design their own gift cards online and send them over email.","Series A - II",2011-11-12,0.6,"Baseline Ventures;BoxGroup;Floodgate;Lightspeed Venture Partners;RPM Ventures;Thrive Capital;Uncork Capital","Baseline Ventures;BoxGroup;Brainchild Holdings;Floodgate;GiftCards.com;Lightspeed Venture Partners;Richmond Global;RPM Ventures;Thrive Capital;Uncork Capital",2.6,Internet,eCommerce,"Digital Goods","United States",California,"San Francisco"
quantiFind,,http://www.quantifind.com,"Quantifind is a technology company that helps brands understand and identify which customer segments are impacting business outcomes like revenue and market share. The company's technology is grounded in the science of Intent Forecasting. By analyzing a mix of historical financial data alongside unstructured social media conversations, the company is able to provide metrics beyond buzz and sentiment to help brands make decisions about marketing spend. Quantifind's clients are some of the world's most well-known brands spanning multiple industries including movie studios, telecom, retail, and consumer packaged goods.","Series A",2011-11-11,6.4,"Andreessen Horowitz;Mayfield Fund;Redpoint Ventures","AME Cloud Ventures;Andreessen Horowitz;Cathay Innovation;Comcast Ventures;Iris Capital;Mayfield Fund;Plug and Play Accelerator;Redpoint Ventures;US Venture Partners",49.4,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States",California,"Menlo Park"
CradlePoint,224,http://www.cradlepoint.com,"Cradlepoint specializes in software-defined 4G LTE network solutions. The company's cloud-based platform combines software-defined networking and radio technologies with virtualized services and CPE to deliver 4G LTE networks that are secure end-to-end, agile to deploy, and ultra-reliable. Over 15,000 enterprise, SMB and government customers around the world rely on Cradlepoint to keep their critical sites, remote workforces, vehicles, assets and machines always connected and protected.","Series A - II",2011-11-10,4.28,"OVP Venture Partners","Boise Angel Alliance;Delta-V Capital;Highway 12 Ventures;OVP Venture Partners;Sorenson Capital;Technology Crossover Ventures;The CAPROCK Group",154.8,Internet,"Internet Software & Services","Networking & Connectivity","United States",Idaho,Boise
"Prior Knowledge",,http://www.priorknowledge.com,"Prior Knowledge is a stealth company that aims to answer questions using advanced probabilistic inference technology.","Series A",2011-11-10,2,"Founders Fund","Founders Fund;Salesforce",2,Internet,"Stealth Mode",,"United States",California,"San Francisco"
